,ClassName,FileName,Unnamed: 0,XMax,XMin,YMax,YMin
1716,Person,10c3d998f7b86034.jpg,2774.0,0.999066,0.0,0.88125,0.380625
1717,Person,07fafc929ec879e6.jpg,457.0,0.580625,0.53,0.982176,0.8592870000000001
1718,Person,07fafc929ec879e6.jpg,458.0,0.43,0.396875,0.824578,0.703565
1719,Person,07fafc929ec879e6.jpg,459.0,0.46625,0.42875,0.824578,0.705441
1720,Person,07fafc929ec879e6.jpg,460.0,0.62625,0.599375,0.8442780000000001,0.7232649999999999
1721,Person,07fafc929ec879e6.jpg,461.0,0.8175,0.760625,0.8864920000000001,0.80394
1722,Person,07fafc929ec879e6.jpg,462.0,0.999375,0.769375,0.999062,0.7439020000000001
1723,Person,07fafc929ec879e6.jpg,463.0,0.8725,0.81625,0.999062,0.825516
1724,Person,07fafc929ec879e6.jpg,464.0,0.950625,0.8675,0.999062,0.765478
1725,Person,07fafc929ec879e6.jpg,465.0,0.963125,0.87625,0.999062,0.8846149999999999
1726,Person,07fafc929ec879e6.jpg,466.0,0.999375,0.946875,0.999062,0.7420260000000001
1727,Person,893e1ab4eb45051e.jpg,3368.0,0.39,0.375625,0.478424,0.426829
1728,Person,893e1ab4eb45051e.jpg,3369.0,0.468125,0.44125,0.5,0.399625
1729,Person,893e1ab4eb45051e.jpg,3370.0,0.49875,0.4875,0.439962,0.4212010000000001
1730,Person,893e1ab4eb45051e.jpg,3371.0,0.501875,0.490625,0.516886,0.413696
1731,Person,893e1ab4eb45051e.jpg,3372.0,0.528125,0.49125,0.54409,0.409944
1732,Person,893e1ab4eb45051e.jpg,3373.0,0.65875,0.61,0.6097560000000001,0.4212010000000001
1733,Person,dbc1e08e17f7089e.jpg,3351.0,0.12125,0.04125,0.7938930000000001,0.519084
1734,Truck,9d9818fe992d0d2e.jpg,937.0,0.431875,0.0075,0.959167,0.725
1735,Person,ca767c55b9f975cf.jpg,2086.0,0.726667,0.326667,0.91375,0.07375
1736,Car,5872211ba1978e1a.jpg,1314.0,0.909375,0.0,0.735937,0.28281300000000004
1737,Person,564332660a55d25d.jpg,1767.0,0.69125,0.49375,0.999167,0.635833
1738,Car,9d1c9760004e0eba.jpg,1336.0,0.03125,0.0,0.6236470000000001,0.493755
1739,Truck,a2b2bb78431b5bcf.jpg,247.0,0.6325,0.49875,0.785,0.661667
1740,Truck,2b724f8c92859c64.jpg,709.0,0.41875,0.10125,0.8917139999999999,0.43032
1741,Truck,2b724f8c92859c64.jpg,710.0,0.916875,0.7325,0.787194,0.537665
1742,Car,9bafd88e1bd1498d.jpg,1134.0,0.999375,0.0,0.999167,0.32
1743,Truck,4b565dad16fe46d8.jpg,250.0,0.99375,0.00625,0.902083,0.002083
1744,Truck,4d2dec9514c8f136.jpg,674.0,0.774059,0.639121,0.115625,0.09
1745,Truck,4d2dec9514c8f136.jpg,675.0,0.998954,0.702929,0.19125,0.10125
1746,Person,9d396811ab590b8e.jpg,1212.0,0.264375,0.165,0.7841670000000001,0.351667
1747,Person,9d396811ab590b8e.jpg,1213.0,0.341875,0.25875,0.816667,0.3
1748,Person,9d396811ab590b8e.jpg,1214.0,0.430625,0.263125,0.999167,0.241667
1749,Person,9d396811ab590b8e.jpg,1215.0,0.9175,0.768125,0.8825,0.358333
1750,Car,6294fffd609a6876.jpg,1956.0,0.999375,0.540625,0.8425,0.425833
1751,Person,682ffa162ff9d532.jpg,3213.0,0.439375,0.155,0.806754,0.0
1752,Car,5cba55423b18f0ad.jpg,1030.0,0.42875,0.029375,0.94849,0.774423
1753,Car,5cba55423b18f0ad.jpg,1031.0,0.31125,0.0,0.999112,0.8783299999999999
1754,Car,5cba55423b18f0ad.jpg,1032.0,0.999375,0.856875,0.999112,0.849023
1755,Car,edcb119abbf1a200.jpg,1168.0,0.347712,0.026144,0.412109,0.254883
1756,Person,e8d9a049ee0241e0.jpg,2350.0,0.7579739999999999,0.13227,1.0,0.165625
1757,Person,e8d9a049ee0241e0.jpg,2351.0,0.999062,0.0,0.996875,0.70125
1758,Truck,65de1d0b5665963e.jpg,1350.0,0.925,0.174375,0.809167,0.2025
1759,Truck,cd1176b2f1697951.jpg,723.0,0.921875,0.0,0.920705,0.218796
1760,Person,95c3565bec03d859.jpg,1993.0,0.772143,0.047143,0.998927,0.015021
1761,Person,3804c26bb34742b7.jpg,2062.0,0.20875,0.12625,0.999167,0.901667
1762,Person,3804c26bb34742b7.jpg,2063.0,0.23875,0.19625,0.999167,0.905
1763,Person,3804c26bb34742b7.jpg,2064.0,0.2525,0.229375,0.999167,0.935833
1764,Person,3804c26bb34742b7.jpg,2065.0,0.308125,0.27875,0.999167,0.896667
1765,Person,3804c26bb34742b7.jpg,2066.0,0.35875,0.304375,0.999167,0.906667
1766,Person,3804c26bb34742b7.jpg,2067.0,0.515,0.378125,0.999167,0.695
1767,Person,3804c26bb34742b7.jpg,2068.0,0.54875,0.463125,0.999167,0.8725
1768,Person,3804c26bb34742b7.jpg,2069.0,0.59625,0.555,0.999167,0.898333
1769,Person,0eff9cc4da96bb03.jpg,104.0,0.425625,0.064375,0.895833,0.728333
1770,Person,0eff9cc4da96bb03.jpg,105.0,0.290625,0.1425,0.493333,0.469167
1771,Person,0eff9cc4da96bb03.jpg,106.0,0.38625,0.165625,0.8,0.755
1772,Person,befe79cec510d61a.jpg,1577.0,0.98875,0.935625,0.814379,0.541176
1773,Person,befe79cec510d61a.jpg,1578.0,0.92625,0.00125,0.8901959999999999,0.402614
1774,Person,947e090e64510932.jpg,1033.0,0.302181,0.196262,0.8526969999999999,0.387967
1775,Person,947e090e64510932.jpg,1034.0,0.8940809999999999,0.8255450000000001,0.518672,0.321577
1776,Car,f3930091a521ebb0.jpg,2566.0,0.83625,0.4625,0.6754220000000001,0.301126
1777,Car,f3930091a521ebb0.jpg,2567.0,0.901875,0.0,0.999062,0.0
1778,Car,f3930091a521ebb0.jpg,2568.0,0.999375,0.189375,0.999062,0.0
1779,Person,0597b56c8817d453.jpg,134.0,0.6525,0.546875,0.739662,0.334586
1780,Person,0597b56c8817d453.jpg,135.0,0.599375,0.501875,0.7462409999999999,0.56109
1781,Person,0597b56c8817d453.jpg,136.0,0.739375,0.63,0.717105,0.344925
1782,Person,0597b56c8817d453.jpg,137.0,0.77625,0.7175,0.6325189999999999,0.37594
1783,Truck,4578c90dd3777b4c.jpg,484.0,0.224375,0.0975,0.782691,0.688617
1784,Truck,4578c90dd3777b4c.jpg,485.0,0.274375,0.15125,0.78175,0.684854
1785,Truck,4578c90dd3777b4c.jpg,486.0,0.4075,0.25,0.792098,0.670743
1786,Truck,4578c90dd3777b4c.jpg,487.0,0.544375,0.40625,0.796802,0.690499
1787,Truck,4578c90dd3777b4c.jpg,488.0,0.665,0.523125,0.798683,0.686736
1788,Car,9c3477e7aec66831.jpg,278.0,0.999375,0.0,0.999167,0.0
1789,Car,93137d856f22dece.jpg,1442.0,0.679375,0.031875,0.978424,0.45591
1790,Car,93137d856f22dece.jpg,1443.0,0.7225,0.545625,0.6031890000000001,0.401501
1791,Car,93137d856f22dece.jpg,1444.0,0.739375,0.691875,0.476548,0.393058
1792,Car,93137d856f22dece.jpg,1445.0,0.855625,0.7225,0.5487810000000001,0.403377
1793,Car,81daff50905fe0ac.jpg,789.0,0.999375,0.0,0.9425,0.0
1794,Person,0a1d868ba728ae2f.jpg,1276.0,0.417969,0.249023,0.585398,0.127771
1795,Person,0a1d868ba728ae2f.jpg,1277.0,0.8613280000000001,0.7089840000000001,0.642764,0.140808
1796,Person,f2f0903594f3a8fc.jpg,1641.0,0.6475,0.58375,0.6534840000000001,0.426554
1797,Person,f2f0903594f3a8fc.jpg,1642.0,0.338125,0.041875,0.999058,0.0
1798,Person,f2f0903594f3a8fc.jpg,1643.0,0.701875,0.665,0.603578,0.480226
1799,Truck,a6b383c75e535cac.jpg,838.0,0.875,0.120625,0.821152,0.251075
1800,Truck,fd4c90a541f71c12.jpg,404.0,0.96,0.01125,0.863977,0.186679
1801,Car,87f57f8d44759e2f.jpg,740.0,0.890625,0.69625,0.807331,0.554511
1802,Car,87f57f8d44759e2f.jpg,741.0,0.15875,0.05625,0.799812,0.592105
1803,Car,87f57f8d44759e2f.jpg,742.0,0.454375,0.125625,0.909774,0.466165
1804,Car,87f57f8d44759e2f.jpg,743.0,0.5625,0.496875,0.699248,0.614662
1805,Car,87f57f8d44759e2f.jpg,744.0,0.598125,0.556875,0.699248,0.6343989999999999
1806,Car,87f57f8d44759e2f.jpg,745.0,0.68125,0.615,0.703008,0.6306390000000001
1807,Car,87f57f8d44759e2f.jpg,746.0,0.703125,0.67875,0.697368,0.660714
1808,Car,1230819317c39b91.jpg,1624.0,0.135625,0.0,0.56848,0.478424
1809,Car,1230819317c39b91.jpg,1625.0,0.1,0.036875,0.478424,0.445591
1810,Car,1230819317c39b91.jpg,1626.0,0.35625,0.181875,0.601313,0.489681
1811,Car,1230819317c39b91.jpg,1627.0,0.42,0.346875,0.546904,0.497186
1812,Car,1230819317c39b91.jpg,1628.0,0.641875,0.503125,0.606942,0.522514
1813,Car,1230819317c39b91.jpg,1629.0,0.801875,0.67,0.593809,0.522514
1814,Car,1230819317c39b91.jpg,1630.0,0.950625,0.78875,0.630394,0.545028
1815,Car,1230819317c39b91.jpg,1631.0,0.999375,0.845625,0.666979,0.559099
1816,Car,feb7a988ce083f6b.jpg,2286.0,0.983125,0.26125,0.501365,0.043676
1817,Car,feb7a988ce083f6b.jpg,2287.0,0.625,0.090625,0.357598,0.066424
1818,Person,cb05f840fb349caa.jpg,1381.0,0.149375,0.0,0.889401,0.729263
1819,Person,cb05f840fb349caa.jpg,1382.0,0.413125,0.0,0.520737,0.057604
1820,Person,cb05f840fb349caa.jpg,1383.0,0.33875,0.000625,0.997696,0.21659
1821,Person,cb05f840fb349caa.jpg,1384.0,0.414375,0.146875,0.965438,0.256912
1822,Person,cb05f840fb349caa.jpg,1385.0,0.455625,0.396875,0.322581,0.117512
1823,Person,cb05f840fb349caa.jpg,1386.0,0.506875,0.42375,0.353687,0.147465
1824,Person,cb05f840fb349caa.jpg,1387.0,0.525,0.42375,0.679724,0.197005
1825,Person,cb05f840fb349caa.jpg,1388.0,0.609375,0.48375,0.662442,0.15553
1826,Person,cb05f840fb349caa.jpg,1389.0,0.670625,0.59,0.376728,0.102535
1827,Person,cb05f840fb349caa.jpg,1390.0,0.8475,0.614375,0.81682,0.167051
1828,Person,cb05f840fb349caa.jpg,1391.0,0.710625,0.6475,0.282258,0.10023
1829,Person,cb05f840fb349caa.jpg,1392.0,0.78875,0.6925,0.388249,0.079493
1830,Person,cb05f840fb349caa.jpg,1393.0,0.999375,0.765625,0.43318,0.048387
1831,Person,cb05f840fb349caa.jpg,1394.0,0.999375,0.823125,0.457373,0.13133599999999998
1832,Truck,e798cf056400779c.jpg,237.0,0.724375,0.456875,0.604167,0.203333
1833,Person,d5628698ef7c503a.jpg,1819.0,0.293333,0.193333,0.999375,0.8725
1834,Person,d5628698ef7c503a.jpg,1820.0,0.489167,0.43,0.999375,0.883125
1835,Person,d5628698ef7c503a.jpg,1821.0,0.650833,0.598333,0.995625,0.8775
1836,Person,d5628698ef7c503a.jpg,1822.0,0.719167,0.641667,0.999375,0.883125
1837,Person,d5628698ef7c503a.jpg,1823.0,0.799167,0.724167,0.990625,0.893125
1838,Person,d5628698ef7c503a.jpg,1824.0,0.9175,0.863333,0.999375,0.898125
1839,Person,d5628698ef7c503a.jpg,1825.0,0.999167,0.9225,0.999375,0.88625
1840,Truck,44daa6f3eda6130d.jpg,1200.0,0.914375,0.59375,0.6118979999999999,0.206799
1841,Car,b0c3a9b2f27034b5.jpg,1157.0,0.976667,0.8025,0.934444,0.807778
1842,Car,b0c3a9b2f27034b5.jpg,1158.0,0.030833,0.0,0.8988889999999999,0.841111
1843,Car,b0c3a9b2f27034b5.jpg,1159.0,0.076667,0.008333,0.905556,0.843333
1844,Car,b0c3a9b2f27034b5.jpg,1160.0,0.180833,0.049167,0.915556,0.8044439999999999
1845,Car,b0c3a9b2f27034b5.jpg,1161.0,0.999167,0.955833,0.9,0.797778
1846,Person,d7a4bd44acd22835.jpg,2205.0,0.915,0.83125,0.826667,0.38
1847,Person,d7a4bd44acd22835.jpg,2206.0,0.84375,0.095,0.813333,0.361667
1848,Truck,34c08a3d6e2bf7f4.jpg,1403.0,0.96,0.0,0.953333,0.0275
1849,Truck,34c08a3d6e2bf7f4.jpg,1404.0,0.098125,0.0,0.803333,0.6925
1850,Person,27336f512520563a.jpg,3194.0,0.480151,0.109641,0.822641,0.037736
1851,Truck,dc5e3f767e874a20.jpg,1365.0,0.87375,0.135,0.8533870000000001,0.340748
1852,Car,0e0896ae0d4c726a.jpg,2128.0,0.52375,0.00375,0.918333,0.4625
1853,Car,0e0896ae0d4c726a.jpg,2129.0,0.216875,0.0,0.999167,0.685
1854,Car,0e0896ae0d4c726a.jpg,2130.0,0.47125,0.341875,0.616667,0.52
1855,Car,0e0896ae0d4c726a.jpg,2131.0,0.811875,0.495625,0.836667,0.450833
1856,Car,0e0896ae0d4c726a.jpg,2132.0,0.878125,0.83375,0.715,0.550833
1857,Car,5121e86ed942225e.jpg,2194.0,0.999375,0.0,0.999125,0.0
1858,Truck,32acbd26f1378973.jpg,759.0,0.968125,0.15625,0.765833,0.226667
1859,Person,503ab6be4820c555.jpg,1268.0,0.556875,0.06375,0.7973979999999999,0.055762
1860,Person,1eba0625fdfccdf8.jpg,537.0,0.12125,0.0,0.653846,0.276735
1861,Person,1eba0625fdfccdf8.jpg,538.0,0.25125,0.104375,0.8517819999999999,0.195122
1862,Person,1eba0625fdfccdf8.jpg,539.0,0.491875,0.32625,0.6519699999999999,0.353659
1863,Person,1eba0625fdfccdf8.jpg,540.0,0.558125,0.441875,0.663227,0.291745
1864,Person,1eba0625fdfccdf8.jpg,541.0,0.764375,0.68125,0.772983,0.257974
1865,Person,1eba0625fdfccdf8.jpg,542.0,0.811875,0.78,0.488743,0.377111
1866,Person,1eba0625fdfccdf8.jpg,543.0,0.9375,0.849375,0.601313,0.338649
1867,Person,1eba0625fdfccdf8.jpg,544.0,0.966875,0.918125,0.5825520000000001,0.386492
1868,Person,1eba0625fdfccdf8.jpg,545.0,0.999375,0.971875,0.5422140000000001,0.438086
1869,Truck,26513c95488eebdd.jpg,858.0,0.7769729999999999,0.061192,0.856611,0.100559
1870,Truck,9d6d8cad070c87c5.jpg,726.0,0.643125,0.22625,0.795556,0.427778
1871,Truck,9d6d8cad070c87c5.jpg,727.0,0.87,0.629375,0.681111,0.375556
1872,Truck,66c29aa8cf5580e3.jpg,1308.0,0.8627610000000001,0.585774,0.80625,0.636875
1873,Truck,8fb0883bed4dd67d.jpg,1388.0,0.768125,0.091875,0.93615,0.093897
1874,Truck,8fb0883bed4dd67d.jpg,1389.0,0.120625,0.0,0.668545,0.5267609999999999
1875,Truck,3365284a132705e5.jpg,1064.0,0.864375,0.471875,0.7339899999999999,0.397044
1876,Person,c9ed8db85a25cc54.jpg,1069.0,0.525,0.38125,0.829593,0.175395
1877,Person,c9ed8db85a25cc54.jpg,1070.0,0.635,0.515625,0.7896920000000001,0.228595
1878,Car,ca4271e489387270.jpg,1410.0,0.491294,0.293532,0.400929,0.304954
1879,Truck,2c57d43b16d35db1.jpg,12.0,0.950625,0.624375,0.625833,0.363333
1880,Truck,2c57d43b16d35db1.jpg,13.0,0.620625,0.420625,0.471667,0.363333
1881,Car,1fa91427100927da.jpg,624.0,0.999375,0.0,0.768333,0.015833
1882,Truck,33e4536fe31e9126.jpg,1023.0,0.64375,0.168125,0.7385189999999999,0.398313
1883,Car,a8e8d4259eecd132.jpg,2162.0,0.763125,0.201875,0.845556,0.46
1884,Truck,56ab382d0a05928a.jpg,1238.0,0.9575,0.809375,0.8086300000000001,0.698874
1885,Car,deb661662bf489d2.jpg,923.0,0.734375,0.0,0.999074,0.741667
1886,Car,deb661662bf489d2.jpg,924.0,0.08375,0.000625,0.8379629999999999,0.706481
1887,Car,3075d3edd15680ef.jpg,76.0,0.950897,0.028329000000000007,0.9575,0.133125
1888,Car,3075d3edd15680ef.jpg,77.0,0.923513,0.694051,0.231875,0.153125
1889,Truck,f46d11cd5b289d18.jpg,999.0,0.454688,0.246875,0.688542,0.48125
1890,Person,3ab85a6b418d1183.jpg,3352.0,0.8328120000000001,0.43125,0.752083,0.202083
1891,Person,3ab85a6b418d1183.jpg,3353.0,0.439063,0.0,0.685417,0.189583
1892,Person,3ab85a6b418d1183.jpg,3354.0,0.998438,0.8484370000000001,0.760417,0.279167
1893,Person,35aeda8ec61ee8e3.jpg,3710.0,0.999375,0.0,0.999062,0.0
1894,Car,0022fdfc1880d432.jpg,466.0,0.20875,0.0,0.515,0.261667
1895,Car,0022fdfc1880d432.jpg,467.0,0.94875,0.04875,0.86,0.1525
1896,Truck,8ca526e8f004a67d.jpg,1170.0,0.413333,0.0,0.544375,0.1375
1897,Truck,54b5f0d14d1b3bb5.jpg,739.0,0.558125,0.2325,0.879735,0.698864
1898,Person,35701e43e2bdb696.jpg,1786.0,0.630469,0.619531,0.6113069999999999,0.585395
1899,Person,35701e43e2bdb696.jpg,1787.0,0.638281,0.627344,0.618375,0.585395
1900,Person,35701e43e2bdb696.jpg,1788.0,0.667188,0.651563,0.621908,0.5747939999999999
1901,Person,35701e43e2bdb696.jpg,1789.0,0.682031,0.667188,0.6230859999999999,0.5959949999999999
1902,Person,35701e43e2bdb696.jpg,1790.0,0.701563,0.685938,0.625442,0.5983510000000001
1903,Person,35701e43e2bdb696.jpg,1791.0,0.735156,0.7226560000000001,0.621908,0.592462
1904,Person,35701e43e2bdb696.jpg,1792.0,0.750781,0.733594,0.625442,0.586572
1905,Person,35701e43e2bdb696.jpg,1793.0,0.7625,0.748438,0.627797,0.594817
1906,Person,35701e43e2bdb696.jpg,1794.0,0.775,0.764844,0.621908,0.5983510000000001
1907,Person,35701e43e2bdb696.jpg,1795.0,0.784375,0.775,0.6230859999999999,0.5983510000000001
1908,Person,35701e43e2bdb696.jpg,1796.0,0.810156,0.796094,0.640754,0.5959949999999999
1909,Person,35701e43e2bdb696.jpg,1797.0,0.8289059999999999,0.8085939999999999,0.634865,0.5983510000000001
1910,Person,35701e43e2bdb696.jpg,1798.0,0.84375,0.8289059999999999,0.633687,0.600707
1911,Person,35701e43e2bdb696.jpg,1799.0,0.8539059999999999,0.835938,0.684335,0.5747939999999999
1912,Person,35701e43e2bdb696.jpg,1800.0,0.8757809999999999,0.8421879999999999,0.739694,0.572438
1913,Person,35701e43e2bdb696.jpg,1801.0,0.928906,0.8796870000000001,0.699647,0.5747939999999999
1914,Person,35701e43e2bdb696.jpg,1802.0,0.929688,0.907812,0.697291,0.584217
1915,Truck,859fa5c5706901a2.jpg,1147.0,0.87875,0.61375,0.83,0.45799999999999996
1916,Truck,253fb1b698d506a8.jpg,1374.0,0.7825,0.22125,0.875116,0.07863099999999999
1917,Car,5fcd762b2d82fcd7.jpg,736.0,0.176875,0.0,0.244167,0.0175
1918,Truck,7aa890705eef6aba.jpg,878.0,0.599124,0.0,0.704545,0.4613640000000001
1919,Truck,705eb4a9839a21bd.jpg,1334.0,0.804375,0.199375,0.742222,0.305556
1920,Car,21f71c38a0a56e64.jpg,318.0,0.681875,0.0,0.99253,0.472456
1921,Car,21f71c38a0a56e64.jpg,319.0,0.176875,0.0,0.7208220000000001,0.386555
1922,Car,21f71c38a0a56e64.jpg,320.0,0.294375,0.00375,0.507003,0.323063
1923,Car,21f71c38a0a56e64.jpg,321.0,0.381875,0.234375,0.48366,0.359477
1924,Car,21f71c38a0a56e64.jpg,322.0,0.68125,0.415,0.696545,0.399627
1925,Car,21f71c38a0a56e64.jpg,323.0,0.455625,0.425,0.468721,0.399627
1926,Car,21f71c38a0a56e64.jpg,324.0,0.5725,0.553125,0.40056,0.389356
1927,Car,21f71c38a0a56e64.jpg,325.0,0.589375,0.57,0.404295,0.379085
1928,Car,21f71c38a0a56e64.jpg,326.0,0.608125,0.591875,0.409897,0.380952
1929,Car,8a6cfe8ca2eeb72b.jpg,970.0,0.911875,0.0,0.999062,0.58349
1930,Person,12e985b71c4939e8.jpg,2574.0,0.685833,0.355,0.6125,0.24875
1931,Car,d914ec8aa7e5b092.jpg,841.0,0.998438,0.0,0.997917,0.0
1932,Car,d914ec8aa7e5b092.jpg,842.0,0.795313,0.140625,0.627083,0.3
1933,Truck,f749f38a8f6caafa.jpg,1241.0,1.0,0.81,0.593333,0.225
1934,Person,7b04daf3dd169be6.jpg,2148.0,0.516875,0.0,0.999058,0.255179
1935,Person,7b04daf3dd169be6.jpg,2149.0,0.615625,0.51625,0.905838,0.683616
1936,Person,7b04daf3dd169be6.jpg,2150.0,0.835,0.550625,0.999058,0.515066
1937,Person,7b04daf3dd169be6.jpg,2151.0,0.999375,0.609375,0.999058,0.397363
1938,Person,0fc41d21d3582a23.jpg,1338.0,0.749023,0.07910199999999999,0.997396,0.466146
1939,Person,0fc41d21d3582a23.jpg,1339.0,0.642578,0.290039,0.751302,0.15625
1940,Person,0fc41d21d3582a23.jpg,1340.0,0.944336,0.546875,0.485677,0.075521
1941,Car,2d9c851b9f5b5b94.jpg,1798.0,0.12125,0.0,0.665552,0.5039020000000001
1942,Car,2d9c851b9f5b5b94.jpg,1799.0,0.483125,0.183125,0.675585,0.512821
1943,Car,2d9c851b9f5b5b94.jpg,1800.0,0.845625,0.536875,0.656633,0.4515050000000001
1944,Car,2d9c851b9f5b5b94.jpg,1801.0,0.999375,0.846875,0.636566,0.5172800000000001
1945,Car,1038a3b8d8334577.jpg,2389.0,0.87375,0.628125,0.76,0.61
1946,Truck,e9dbf910fb5d2ce6.jpg,1366.0,0.780625,0.133125,0.725833,0.2475
1947,Person,875da89279cb9f3b.jpg,3294.0,0.068125,0.0,0.7025,0.456667
1948,Person,875da89279cb9f3b.jpg,3295.0,0.24875,0.101875,0.759167,0.465
1949,Person,875da89279cb9f3b.jpg,3296.0,0.418125,0.2775,0.731667,0.32
1950,Person,875da89279cb9f3b.jpg,3297.0,0.616875,0.51625,0.704167,0.461667
1951,Person,875da89279cb9f3b.jpg,3298.0,0.85875,0.731875,0.718333,0.421667
1952,Car,235a9ac51d464b12.jpg,838.0,0.999375,0.0,0.999056,0.0
1953,Truck,59c29fd5b36ef629.jpg,126.0,0.571875,0.309375,0.71308,0.168776
1954,Truck,59c29fd5b36ef629.jpg,127.0,0.999375,0.725,0.864979,0.314346
1955,Car,96df341e65ac4ddd.jpg,882.0,0.8273440000000001,0.209375,0.940211,0.057444
1956,Person,02e92d1c8de0001f.jpg,3314.0,0.919325,0.046904,0.921875,0.12625
1957,Person,02e92d1c8de0001f.jpg,3315.0,0.187617,0.130394,0.58875,0.343125
1958,Person,02e92d1c8de0001f.jpg,3316.0,0.286116,0.170732,0.59125,0.47
1959,Truck,022382ad7263c5d7.jpg,852.0,0.51625,0.01625,0.754167,0.366667
1960,Truck,022382ad7263c5d7.jpg,853.0,0.999375,0.1175,0.871667,0.225
1961,Car,a28b472e4ebcc150.jpg,2368.0,0.949375,0.0,0.998886,0.0
1962,Truck,6f1a26204b4305a5.jpg,1002.0,0.83125,0.085625,0.850833,0.25666700000000003
1963,Truck,6f1a26204b4305a5.jpg,1003.0,0.106875,0.0,0.5341670000000001,0.421667
1964,Truck,6f1a26204b4305a5.jpg,1004.0,0.325,0.0,0.694167,0.394167
1965,Person,c1a2c2ce785ef74c.jpg,186.0,0.999091,0.32818200000000003,0.998447,0.065217
1966,Car,140d1789b4648622.jpg,940.0,0.999023,0.081055,0.800638,0.236045
1967,Car,68bb835c2a3856c2.jpg,1938.0,0.643125,0.019375,0.913371,0.484934
1968,Car,68bb835c2a3856c2.jpg,1939.0,0.378125,0.346875,0.399247,0.37194
1969,Car,aea98ee48c9dc672.jpg,1480.0,0.56125,0.39375,0.7560979999999999,0.652908
1970,Car,aea98ee48c9dc672.jpg,1481.0,0.665625,0.565625,0.74015,0.6575979999999999
1971,Car,aea98ee48c9dc672.jpg,1482.0,0.718125,0.6425,0.721388,0.659475
1972,Car,aea98ee48c9dc672.jpg,1483.0,0.829375,0.75,0.694184,0.636961
1973,Car,aea98ee48c9dc672.jpg,1484.0,0.89125,0.8525,0.728893,0.6519699999999999
1974,Car,36bc7d5d8a947d84.jpg,2278.0,0.736875,0.19875,0.775165,0.267168
1975,Car,36bc7d5d8a947d84.jpg,2279.0,0.081875,0.04875,0.155221,0.085607
1976,Car,36bc7d5d8a947d84.jpg,2280.0,0.26125,0.194375,0.199436,0.116651
1977,Car,36bc7d5d8a947d84.jpg,2281.0,0.346875,0.2575,0.216369,0.135466
1978,Car,36bc7d5d8a947d84.jpg,2282.0,0.443125,0.344375,0.239887,0.14111
1979,Car,36bc7d5d8a947d84.jpg,2283.0,0.545625,0.444375,0.220132,0.131703
1980,Car,36bc7d5d8a947d84.jpg,2284.0,0.584375,0.5225,0.212606,0.148636
1981,Car,36bc7d5d8a947d84.jpg,2285.0,0.87875,0.62625,0.495767,0.199436
1982,Car,4f670d118a0129ca.jpg,899.0,0.999062,0.0,0.999375,0.0
1983,Truck,02a08a0545bf34f2.jpg,218.0,0.999375,0.1175,0.999167,0.145833
1984,Person,43038b16ec73e538.jpg,2844.0,0.420312,0.126563,0.977083,0.10625
1985,Person,a4bc8909793ae75c.jpg,940.0,0.99875,0.0,0.999167,0.630833
1986,Person,a4bc8909793ae75c.jpg,941.0,0.45375,0.34375,0.561667,0.341667
1987,Person,a4bc8909793ae75c.jpg,942.0,0.6475,0.53375,0.595,0.1175
1988,Truck,2062196e47a84055.jpg,1117.0,0.86,0.158125,0.923801,0.129821
1989,Truck,441bd90c91baf2b5.jpg,693.0,1.0,0.0,0.966527,0.006276
1990,Car,5ad4bc2ceb0eafa1.jpg,201.0,0.963125,0.6275,0.831667,0.175833
1991,Person,5aa30f845bf4c57f.jpg,2057.0,0.998125,0.693125,0.5875,0.0
1992,Truck,006f475cab1d9b8a.jpg,262.0,0.999375,0.174375,0.912042,0.0
1993,Person,93b47a2b2ba54ff0.jpg,74.0,0.961284,0.74221,0.49375,0.105625
1994,Person,93b47a2b2ba54ff0.jpg,75.0,0.07271,0.0,0.58625,0.0
1995,Person,93b47a2b2ba54ff0.jpg,76.0,0.999056,0.246459,0.50125,0.0
1996,Person,a8e4c96b15b017bb.jpg,1585.0,0.038529,0.0,0.745624,0.435239
1997,Person,a8e4c96b15b017bb.jpg,1586.0,0.06217200000000001,0.02014,0.728121,0.4632439999999999
1998,Person,a8e4c96b15b017bb.jpg,1587.0,0.495622,0.423818,0.682614,0.450408
1999,Person,a8e4c96b15b017bb.jpg,1588.0,0.999124,0.579685,0.998833,0.221704
2000,Person,3cd1f053f6d49b76.jpg,3531.0,0.8125,0.0,0.708333,0.245
2001,Person,3cd1f053f6d49b76.jpg,3532.0,0.43,0.169375,0.999167,0.530833
2002,Person,3cd1f053f6d49b76.jpg,3533.0,0.96,0.898125,0.391667,0.310833
2003,Person,3cd1f053f6d49b76.jpg,3534.0,0.99875,0.939375,0.414167,0.3275
2004,Person,07b7455bd80ae72d.jpg,647.0,0.7758619999999999,0.716379,0.411875,0.374375
2005,Person,07b7455bd80ae72d.jpg,648.0,0.8318969999999999,0.759483,0.406875,0.33375
2006,Person,07b7455bd80ae72d.jpg,649.0,0.8724139999999999,0.7784479999999999,0.73,0.56625
2007,Person,07b7455bd80ae72d.jpg,650.0,0.917241,0.869828,0.741875,0.578125
2008,Person,07b7455bd80ae72d.jpg,651.0,0.924138,0.869828,0.383125,0.3525
2009,Car,2e4cd05ba4d01378.jpg,1071.0,0.1175,0.0,0.6325,0.491667
2010,Car,2e4cd05ba4d01378.jpg,1072.0,0.999375,0.860625,0.666667,0.583333
